image,food,portion
/data/upload/4/0ccb9d4c-196.jpg,orange,186.0
/data/upload/4/0ccb9d4c-196.jpg,crackers,25.0
/data/upload/4/0ccb9d4c-196.jpg,water,192.0
/data/upload/4/099f6d71-197.jpg,Baked pasta with tomato sauce,188.0
/data/upload/4/099f6d71-197.jpg,Boiled broccoli,95.0
/data/upload/4/099f6d71-197.jpg,Meatballs,116.0
/data/upload/4/099f6d71-197.jpg,Orange,150.0
/data/upload/4/099f6d71-197.jpg,Bread,59.0
/data/upload/4/938c811c-198.jpg,White rice,160.0
/data/upload/4/938c811c-198.jpg,Cod,120.0
/data/upload/4/938c811c-198.jpg,Baked brussel sprouts,113.0
/data/upload/4/938c811c-198.jpg,Bread,56.0
/data/upload/4/938c811c-198.jpg,White yogurt,125.0
/data/upload/4/5a396fc3-199.jpg,Pasta with pesto and parmesan,179.0
/data/upload/4/5a396fc3-199.jpg,ricotta cheese with eggplant and courgettes,104.0
/data/upload/4/5a396fc3-199.jpg,Boiled peas with ham,134.0
/data/upload/4/5a396fc3-199.jpg,bread,59.0
/data/upload/4/6fda89e8-200.jpg,Panettone,94.0
